English (en),Finnish (fi),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
retroactive,takautuva,0,0,0,0,0,0,0,0,0,0
retrograde,taantuva,0,1,0,0,0,0,0,0,0,0
retrospect,sylmäys taaksepäin,0,0,0,0,0,0,0,0,0,0
retrospective,takautuva,0,0,0,0,0,0,0,0,0,0
retrospectively,jälkikäteen,0,0,0,0,0,0,0,0,0,0
return,palata,0,0,0,0,0,0,0,0,0,0
reunion,jälleennäkeminen,1,0,0,1,0,0,0,0,0,1
reveal,paljastaa,0,0,0,0,0,0,0,0,0,0
revel,rellestää,1,0,0,0,0,0,1,0,0,0
revelation,paljastus,0,0,0,0,0,0,0,0,0,0
revels,Revels,1,0,0,0,0,0,1,0,0,0
revenge,kosto,0,1,1,1,0,1,0,0,1,0
revenue,tulot,0,0,0,0,0,0,0,0,0,0
reverberation,heijastuminen,0,0,0,0,0,0,0,0,0,0
revere,kunnioittaa syvästi,1,0,0,1,0,0,1,0,0,1
reverence,kunnioitus,1,0,0,0,0,0,1,0,0,1
reverend,kunnianarvoisa,1,0,0,0,0,0,1,0,0,0
reverent,kunnioittava,0,0,0,0,0,0,0,0,0,0
reverie,unelmointi,1,0,0,0,0,0,1,0,0,1
reversal,muutos,0,1,1,0,1,0,0,0,1,0
reverse,käänteinen,0,0,0,0,0,0,0,0,0,0
reversion,palautuminen,0,0,0,0,0,0,0,0,0,0
revert,palautua,0,0,0,0,0,0,0,0,0,0
reverting,palataan,0,0,0,0,0,0,0,0,0,0
review,arvostelu,0,0,0,0,0,0,0,0,0,0
reviewer,arvostelija,0,0,0,0,0,0,0,0,0,0
revise,tarkistaa,1,0,0,0,0,0,0,0,0,0
revision,tarkistus,0,0,0,0,0,0,0,0,0,0
revisit,uudelleen,0,0,0,0,0,0,0,0,0,0
revival,elpyminen,1,0,0,1,0,0,1,0,0,1
revive,elvyttää,1,1,0,1,0,0,0,0,0,0
revocation,kumoaminen,0,1,0,0,0,0,0,0,0,0
revoke,peruuttaa,0,1,1,0,1,1,0,1,0,0
revolt,kapina,0,1,1,0,0,0,0,0,1,0
revolting,vastenmielinen,0,1,1,0,1,1,0,0,0,0
revolution,vallankumous,1,1,1,1,0,1,0,1,1,0
revolutionary,vallankumouksellinen,1,0,0,0,0,0,0,0,0,0
revolutionize,mullistaa,0,0,0,0,0,0,0,0,0,0
revolve,pyöriä,0,0,0,0,0,0,0,0,0,0
revolver,revolveri,0,1,1,0,0,1,0,1,0,0
revulsion,inho,0,1,1,0,1,1,0,0,0,0
reward,palkinto,1,0,0,1,0,0,1,0,1,1
rhetoric,retoriikka,0,0,0,0,0,0,0,0,0,0
rhetorical,retorinen,0,0,0,0,0,0,0,0,0,0
rheumatism,reumatismi,0,1,1,0,0,1,0,1,0,0
rhyme,loppusointu,0,0,0,0,0,0,0,0,0,0
rhyming,riimittelyä,0,0,0,0,0,0,0,0,0,0
rhythm,rytmi,1,0,0,0,0,0,0,0,0,0
rhythmical,rytmikäs,1,0,0,0,0,0,1,0,1,0
rib,kylkiluu,0,0,0,0,0,0,0,0,0,0
ribbed,joustin,0,0,0,0,0,0,0,0,0,0
ribbon,nauha,1,0,1,1,0,0,1,0,0,0
rice,riisi,0,0,0,0,0,0,0,0,0,0
riches,rikkaudet,0,0,0,0,0,0,0,0,0,0
richness,rikkaus,1,0,0,0,0,0,0,0,0,0
rick,nyrjähdys,0,0,0,0,0,0,0,0,0,0
rickety,kiikkerä,0,1,0,0,0,0,0,0,0,0
rid,eroon,0,0,0,0,0,0,0,0,0,0
riddance,vapautuminen,0,0,0,0,0,0,0,0,0,0
riddle,arvoitus,0,0,0,0,0,0,0,0,1,0
riddled,seulana,0,1,0,0,0,0,0,0,0,0
ride,ratsastaa,0,0,0,0,0,0,0,0,0,0
rider,ratsastaja,1,0,0,0,0,0,0,0,0,0
ridge,harjanne,0,0,0,0,0,0,0,0,0,0
ridicule,pilkka,0,1,1,0,1,0,0,1,0,0
ridiculous,naurettava,0,1,1,0,1,0,0,0,0,0
riding,ratsastus,0,0,0,0,0,0,0,0,0,0
rife,pullollaan,0,1,0,0,0,0,0,0,0,0
rifle,kivääri,0,1,1,0,0,1,0,0,0,0
rifles,kiväärit,0,0,0,0,0,0,0,0,0,0
rift,välirikko,0,1,0,0,0,0,0,0,0,0
rig,kamppeet,0,0,0,0,0,0,0,0,0,0
rigging,takila,0,0,0,0,0,0,0,0,0,0
righteous,vanhurskas,1,0,0,0,0,0,0,0,0,0
rightful,laillinen,1,0,0,0,0,0,0,0,0,0
rightly,oikeutetusti,1,0,0,0,0,0,0,0,0,0
rigid,jäykkä,0,1,0,0,0,0,0,0,0,0
rigidity,jäykkyys,0,1,0,0,0,0,0,0,0,0
rigor,täsmällisyys,0,1,0,0,1,1,0,0,0,0
rigorous,tiukka,0,1,0,0,0,0,0,0,0,0
rim,vanne,0,0,0,0,0,0,0,0,0,0
rind,kuori,0,0,0,0,0,0,0,0,0,0
ring,rengas,0,0,0,0,0,0,0,0,0,0
ringer,soittoäänen,0,1,1,0,0,0,0,0,0,0
ringing,korvien,0,0,0,0,0,0,0,0,0,0
rink,jäähalli,0,0,0,0,0,0,0,0,0,0
rinse,huuhdella,0,0,0,0,0,0,0,0,0,0
riot,mellakka,0,1,1,0,0,1,0,0,0,0
riotous,riehakas,0,1,1,0,0,1,0,0,1,0
riparian,jokivarsien,0,0,0,0,0,0,0,0,0,0
ripe,kypsä,1,0,0,0,0,0,0,0,0,0
ripen,kypsyä,1,0,0,1,0,0,0,0,0,0
ripening,kypsyminen,0,0,0,0,0,0,0,0,0,0
ripple,väre,0,0,0,0,0,0,0,0,0,0
rise,kohota,0,0,0,0,0,0,0,0,0,0
rising,nouseva,1,0,0,1,0,0,1,0,0,0
risk,riski,0,1,0,1,0,1,0,0,0,0
risky,riskialtis,0,1,0,1,0,1,0,0,0,0
rite,riitti,0,0,0,0,0,0,0,0,0,0
ritual,rituaali-,0,0,0,0,0,0,0,0,0,0
ritualistic,rituaalinen,0,0,0,0,0,0,0,0,0,0
rival,kilpailija,0,0,0,0,0,0,0,0,0,0
rivalry,kilpailu,0,1,1,0,0,0,0,0,0,0
river,joki,0,0,0,0,0,0,0,0,0,0
riverbank,joen penkka,0,0,0,0,0,0,0,0,0,0
rivet,niitti,0,0,0,0,0,0,0,0,0,0
riveted,niitattu,0,0,0,0,0,0,0,0,0,0
riveting,mukaansatempaava,1,0,0,0,0,0,0,0,0,0
road,tie,0,0,0,0,0,0,0,0,0,0
roads,tiet,0,0,0,0,0,0,0,0,0,0
roadster,avoauto,1,0,0,0,0,0,1,0,0,1
roadway,ajorata,0,0,0,0,0,0,0,0,0,0
roam,vaeltaa,0,0,0,0,0,0,0,0,0,0
roar,karjaisu,0,0,0,0,0,0,0,0,0,0
roast,paisti,0,0,0,0,0,0,0,0,0,0
rob,ryöstää,0,1,1,0,1,1,0,1,0,0
robber,rosvo,0,1,0,0,1,1,0,0,0,0
robbery,ryöstö,0,1,1,0,1,1,0,1,0,0
robe,kaapu,0,0,0,0,0,0,0,0,0,0
robot,robotti,0,0,0,0,0,0,0,0,0,0
robotics,robotiikka,0,0,0,0,0,0,0,0,0,0
robust,lujatekoinen,1,0,0,0,0,0,0,0,0,0
roc,ROC,0,0,0,0,0,0,0,0,0,0
rock,rock,1,0,0,0,0,0,0,0,0,0
rocket,raketti,0,0,1,0,0,0,0,0,0,0
rocks,kiviä,0,0,0,0,0,0,0,0,0,0
rod,sauva,1,0,0,0,0,1,0,0,0,1
roe,mäti,0,0,0,0,0,0,0,0,0,0
rogue,veijari,0,1,0,0,1,0,0,0,0,0
role,rooli,0,0,0,0,0,0,0,0,0,0
roll,rulla,0,0,0,0,0,0,0,0,0,0
roller,rulla,0,0,0,0,0,0,0,0,0,0
rollers,rullat,0,0,0,0,0,0,0,0,0,0
rollicking,riehakas,1,0,0,0,0,0,1,0,0,0
rolling,jatkuva,0,0,0,0,0,0,0,0,0,0
romance,romanssi,1,0,0,1,0,1,1,1,1,1
romantic,romanttinen,1,0,0,1,0,0,1,0,0,1
romanticism,romantiikka,1,0,0,0,0,0,1,0,0,0
romp,peuhata,1,0,0,0,0,0,1,0,0,0
roof,katto,0,0,0,0,0,0,0,0,0,0
rook,torni,0,1,1,0,1,0,0,0,0,0
room,huone,0,0,0,0,0,0,0,0,0,0
roomy,tilava,0,0,0,0,0,0,0,0,0,0
roost,orsi,0,0,0,0,0,0,0,0,0,0
rooster,kukko,0,0,0,0,0,0,0,0,0,0
root,juuri,0,0,0,0,0,0,0,0,0,0
rooted,juurtunut,1,0,0,0,0,0,0,0,0,1
rope,köysi,0,0,0,0,0,0,0,0,0,0
rosary,rukousnauha,0,0,0,0,0,0,0,0,0,0
rose,ruusu-,0,0,0,0,0,0,0,0,0,0
rosemary,rosmariini,0,0,0,0,0,0,0,0,0,0
rosette,ruusuke,0,0,0,0,0,0,0,0,0,0
roster,lista,0,0,0,0,0,0,0,0,0,0
rosy,ruusuinen,1,0,0,0,0,0,0,0,0,0
rot,laho,0,1,0,0,1,1,0,1,0,0
rota,työlista,1,0,0,0,0,0,0,0,0,1
rotary,pyörivä,0,0,0,0,0,0,0,0,0,0
rotate,kiertää,0,0,0,0,0,0,0,0,0,0
rotation,kierto,0,0,0,0,0,0,0,0,0,0
rote,rutiini,0,0,0,0,0,0,0,0,0,0
rotor,roottori,0,0,0,0,0,0,0,0,0,0
rotting,mätänevät,0,1,0,0,1,0,0,0,0,0
rouge,poskipuna,0,0,0,0,0,0,0,0,0,0
rough,karkea,0,0,0,0,0,0,0,0,0,0
roughly,karkeasti,0,0,0,0,0,0,0,0,0,0
roughness,karheus,0,1,0,0,0,0,0,0,0,0
roulette,ruletti,0,0,0,1,0,0,0,0,0,0
round,pyöristää,0,0,0,0,0,0,0,0,0,0
roundabout,liikenneympyrä,0,0,0,0,0,0,0,0,0,0
rounded,pyöristetty,0,0,0,0,0,0,0,0,0,0
roundup,pyöristää,0,0,0,0,0,0,0,0,0,0
rouse,herättää,0,0,0,0,0,0,0,0,0,0
rouser,Rouser,0,0,0,0,0,0,0,0,0,0
rousing,sykähdyttävä,0,0,0,0,0,0,0,0,0,0
rout,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
route,reitti,0,0,0,0,0,0,0,0,0,0
routine,rutiini,1,0,0,0,0,0,0,0,0,1
rover,rover,0,0,0,0,0,0,0,0,0,0
roving,kiertävä,0,0,0,0,0,0,0,0,0,0
row,rivi,0,1,1,0,0,0,0,0,0,0
rowdy,räyhäävä,0,1,0,0,0,0,0,0,0,0
royal,kuninkaallinen,0,0,0,0,0,0,0,0,0,0
royalty,royalty,1,0,0,0,0,0,0,0,0,0
rub,hieroa,0,0,0,0,0,0,0,0,0,0
rubber,kumi,0,0,0,0,0,0,0,0,0,0
rubbers,kalossit,0,0,0,0,0,0,0,0,0,0
rubbing,hankaus,0,0,0,0,0,0,0,0,0,0
rubbish,roskat,0,1,0,0,1,0,0,0,0,0
rubble,kivimurska,0,1,0,0,0,1,0,1,0,0
rubric,ohje,1,0,0,0,0,0,0,0,0,0
ruby,rubiini,0,0,0,0,0,0,0,0,0,0
rudder,peräsin,0,0,0,0,0,0,0,0,0,0
ruddy,punaposkinen,0,0,0,0,0,0,0,0,0,0
rudimentary,alkeellinen,0,0,0,0,0,0,0,0,0,0
rudiments,alkeet,0,0,0,0,0,0,0,0,0,0
rue,rue,0,1,0,0,0,0,0,1,0,0
ruff,röyhelökaulus,0,0,0,0,0,0,0,0,0,0
ruffle,hermostuttaa,0,1,0,0,0,0,0,0,0,0
rug,matto,0,0,0,0,0,0,0,0,0,0
rugged,karu,0,1,0,0,0,0,0,0,0,0
ruin,pilata,0,1,0,0,0,1,0,1,0,0
ruined,pilalla,0,1,1,0,1,1,0,1,0,0
ruinous,tuhoisa,0,1,1,0,1,1,0,1,0,0
ruins,rauniot,0,0,0,0,0,0,0,0,0,0
rule,sääntö,0,0,0,0,0,1,0,0,0,1
ruler,viivotin,0,0,0,0,0,0,0,0,0,0
ruling,hallitseva,0,0,0,0,0,0,0,0,0,0
rum,rommi,0,0,0,0,0,0,0,0,0,0
rumble,jylinä,0,0,0,0,0,0,0,0,0,0
rummage,penkoa,0,0,0,0,0,0,0,0,0,0
rumor,huhu,0,1,0,0,0,0,0,1,0,0
rumored,väitetty,0,0,0,0,0,0,0,0,0,0
rump,takapuoli,0,0,0,0,0,0,0,0,0,0
runaway,juokse pois,0,1,0,0,0,0,0,1,0,0
runes,riimut,0,0,0,0,0,0,0,0,0,0
rung,askelma,0,0,0,0,0,0,0,0,0,0
runner,juoksija,0,0,0,0,0,0,0,0,0,0
running,juoksu,0,0,0,0,0,0,0,0,0,0
runway,kiitorata,0,0,0,0,0,0,0,0,0,0
rupture,repeämä,0,1,0,0,0,1,0,1,1,0
rural,maaseudun,0,0,0,0,0,0,0,0,0,0
ruse,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
rush,kiire,0,0,0,0,0,0,0,0,0,0
rust,ruoste,0,1,0,0,0,0,0,0,0,0
rustic,maalaismainen,0,0,0,0,0,0,0,0,0,0
rustle,rasahdus,0,0,0,0,0,0,0,0,0,0
rusty,ruosteinen,0,1,0,0,0,0,0,0,0,0
rut,kiima,0,0,0,0,0,0,0,0,0,0
ruth,Ruth,1,0,0,0,0,0,0,0,0,0
ruthless,häikäilemätön,0,1,1,0,1,1,0,0,0,0
rye,ruis,0,0,0,0,0,0,0,0,0,0
saber,NO TRANSLATION,0,1,1,0,0,1,0,0,0,0
sable,soopeli,0,0,0,0,0,0,0,0,0,0
sabotage,sabotoida,0,1,1,0,1,1,0,1,1,0
sac,pussi,0,0,0,0,0,0,0,0,0,0
sack,säkki,0,0,0,0,0,0,0,0,0,0
sacrament,sakramentti,0,0,0,0,0,0,0,0,0,0
sacred,pyhä,0,0,0,0,0,0,0,0,0,0
sacrifices,uhrauksia,0,1,0,0,1,1,0,1,0,0
saddle,satula,0,0,0,0,0,0,0,0,0,0
sadly,valitettavasti,0,1,0,0,0,0,0,1,0,0
sadness,surullisuus,0,1,0,0,0,0,0,1,0,1
safe,turvallinen,1,0,0,0,0,0,1,0,0,1
safeguard,turvata,1,0,0,0,0,0,0,0,0,1
safekeeping,säilytys,0,0,0,0,0,0,0,0,0,1
safety,turvallisuus,0,0,0,0,0,0,0,0,0,0
saffron,sahrami,0,0,0,0,0,0,0,0,0,0
sag,painua,0,1,0,0,0,1,0,0,0,0
saga,saaga,0,0,0,0,0,0,0,0,0,0
sage,salvia,1,0,0,0,0,0,0,0,0,1
sail,purjehtia,0,0,0,0,0,0,0,0,0,0
sailing,purjehdus,0,0,0,0,0,0,0,0,0,0
sailor,merimies,0,0,0,0,0,0,0,0,0,0
saint,pyhimys,1,0,0,1,0,0,1,0,1,1
saintly,hurskas,1,0,0,1,0,0,1,0,1,1
salad,salaatti,0,0,0,0,0,0,0,0,0,0
salamander,salamanteri,0,0,0,0,0,0,0,0,0,0
salary,palkkaus,1,0,0,1,0,0,1,0,0,1
sale,myynti,0,0,0,0,0,0,0,0,0,0
salesman,myyntimies,0,0,0,0,0,0,0,0,0,0
salient,merkittävä,1,0,0,0,0,0,0,0,0,0
saline,suola-,0,0,0,0,0,0,0,0,0,0
saliva,sylki,0,0,0,1,0,0,0,0,0,0
sally,rynnäkkö,0,0,0,0,0,0,0,0,1,0
salon,salonki,0,0,0,0,0,0,0,0,0,0
saloon,sedan,0,0,1,0,0,0,0,0,0,0
salt,suola,0,0,0,0,0,0,0,0,0,0
salty,suolainen,0,0,0,0,0,0,0,0,0,0
salutary,hyödyllinen,1,0,0,0,0,0,1,0,0,1
salutation,tervehdys,0,0,0,0,0,0,0,0,0,0
salute,tervehdys,1,0,0,0,0,0,1,0,0,0
salvage,pelastaa,0,0,0,0,0,0,0,0,0,0
salvation,pelastus,1,0,0,1,0,0,1,0,0,1
salve,voide,1,0,0,0,0,0,0,0,0,0
samba,samba,0,0,0,0,0,0,0,0,0,0
sameness,yksitoikkoisuus,0,0,0,0,0,0,0,0,0,0
samurai,samurai,1,0,0,0,0,1,0,0,0,0
sanctification,sanktio,1,0,0,0,0,0,1,0,0,1
sanctified,pyhitetty,0,0,0,0,0,0,0,0,0,0
sanctify,pyhittää,1,0,0,1,0,0,1,1,1,1
sanction,sanktio,0,0,0,0,0,0,0,0,0,0
sanctioned,seuraamuksia,0,0,0,0,0,0,0,0,0,0
sanctity,pyhyys,0,0,0,0,0,0,0,0,0,0
sanctuary,pyhäkkö,1,0,0,1,0,0,1,0,0,1
sand,hiekka,0,0,0,0,0,0,0,0,0,0
sandal,sandaali,0,0,0,0,0,0,0,0,0,0
sander,hiomakone,0,0,0,0,0,0,0,0,0,0
sands,hiekka,0,0,0,0,0,0,0,0,0,0
sandy,hiekkainen,0,0,0,0,0,0,0,0,0,0
sane,täysijärkinen,0,0,0,0,0,0,0,0,0,0
sanguine,toiveikas,1,0,0,0,0,0,0,0,0,0
sanitary,saniteetti-,1,0,0,0,0,0,0,0,0,0
sanity,mielenterveys,0,0,0,0,0,0,0,0,0,0
sans,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
sap,mahla,0,1,0,0,0,0,0,1,0,0
sapphire,safiiri,0,0,0,0,0,0,0,0,0,0
sappy,typerä,0,0,0,0,0,0,0,0,0,1
sarcasm,sarkasmi,0,1,1,0,1,0,0,1,0,0
sarcoma,sarkooma,0,1,0,0,0,1,0,1,0,0
sardonic,ivallinen,0,1,0,0,0,0,0,0,0,0
sash,kehys,0,0,0,0,0,0,0,0,0,0
satanic,saatanallinen,0,1,1,0,0,0,0,0,0,0
satchel,olkalaukku,0,0,0,0,0,0,0,0,0,0
sate,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
satellite,satelliitti,0,0,0,0,0,0,0,0,0,0
satin,satiini,1,0,0,0,0,0,0,0,0,0
satire,satiiri,0,0,0,0,0,0,0,0,0,0
satirical,satiirinen,0,0,0,0,0,0,0,0,0,0
satisfaction,tyytyväisyys,0,0,0,0,0,0,0,0,0,0
satisfactorily,riittävästi,1,0,0,0,0,0,0,0,0,0
satisfied,vakuuttunut,1,0,0,0,0,0,1,0,0,0
saturate,kyllästää,0,0,0,0,0,0,0,0,0,0
saturated,tyydyttynyt,0,1,0,0,1,0,0,0,0,0
saturation,kyllästys,0,0,0,0,0,0,0,0,0,0
sauce,kastike,0,0,0,0,0,0,0,0,0,0
saucepan,Kasari,0,0,0,0,0,0,0,0,0,0
saucer,pikkulautanen,0,0,0,0,0,0,0,0,0,0
saucy,näpsäkkä,0,0,0,0,0,0,0,0,0,0
sauerkraut,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
sauna,sauna,0,0,0,0,0,0,0,0,0,0
savage,raivoisa,0,1,1,0,0,1,0,0,0,0
savagery,raakuus,0,1,1,0,0,1,0,0,0,0
savanna,savanni,0,0,0,0,0,0,0,0,0,0
save,Tallentaa,1,0,0,0,0,0,1,0,0,1
saving,tallentaa,0,0,0,0,0,0,0,0,0,0
savings,säästöt,1,0,0,0,0,0,0,0,0,0
savor,maistella,1,0,0,1,1,0,1,1,0,1
savory,suolainen,1,0,0,0,0,0,0,0,0,0
savvy,taju,1,0,0,0,0,0,0,0,0,0
sawdust,sahanpuru,0,0,0,0,0,0,0,0,0,0
sax,saksofoni,0,0,0,0,0,0,0,0,0,0
saxophone,saksofoni,0,0,0,0,0,0,0,0,0,0
scab,rupi,0,1,0,0,0,0,0,0,0,0
scabbard,tuppi,0,0,0,0,0,0,0,0,0,0
scaffold,rakennustelineet,0,1,0,0,0,1,0,0,0,0
scaffolding,rakennustelineet,0,0,0,0,0,0,0,0,0,0
scale,asteikko,0,0,0,0,0,0,0,0,0,0
scales,asteikot,0,0,0,0,0,0,0,0,0,0
scallop,kampasimpukka,0,0,0,0,0,0,0,0,0,0
scalp,päänahka,0,0,0,0,0,0,0,0,0,0
scalpel,leikkausveitsi,0,1,0,0,0,1,0,0,0,0
scaly,hilseilevä,0,1,0,0,0,0,0,0,0,0
scan,skannata,0,0,0,0,0,0,0,0,0,0
scandal,skandaali,0,1,0,0,0,1,0,0,0,0
scandalous,pöyristyttävä,0,1,1,0,0,0,0,0,0,0
scanty,niukka,0,1,0,0,0,0,0,0,0,0
scape,maisema,0,0,0,0,0,0,0,0,0,0
scapegoat,syntipukki,0,1,1,0,0,1,0,0,0,0
scar,arpi,0,1,1,0,1,1,0,1,0,0
scarab,pillerinpyörittäjä,0,0,0,0,0,0,0,0,0,0
scarce,niukka,0,1,0,0,0,1,0,1,0,0
scarcely,tuskin,0,1,0,0,0,0,0,1,0,0
scarcity,niukkuus,0,1,1,0,0,1,0,1,0,0
scare,pelästyttää,0,1,1,1,0,1,0,0,1,0
scarecrow,variksenpelätin,1,1,0,0,0,1,0,0,0,0
scarf,huivi,0,0,0,0,0,0,0,0,0,0
scarlet,tulipunainen,0,0,0,0,0,0,0,0,0,0
scatter,hajaantua,0,0,0,0,0,0,0,0,0,0
scattered,hajallaan,0,0,0,0,0,0,0,0,0,0
scattering,hajonta,0,0,0,0,0,0,0,0,0,0
scavenger,raadonsyöjä,0,1,0,0,0,0,0,0,0,0
scene,näkymä,0,0,0,0,0,0,0,0,0,0
scenery,maisema,0,0,0,0,0,0,0,0,0,0
scenic,luonnonkaunis,0,0,0,0,0,0,0,0,0,0
scent,tuoksu,0,0,0,0,0,0,0,0,0,0
sceptical,skeptinen,0,0,0,0,0,0,0,0,0,1
scepticism,skeptisyys,0,0,0,0,0,0,0,0,0,0
schematic,kaavamainen,0,0,0,0,0,0,0,0,0,0
scheme,ohjelma,0,1,0,0,0,0,0,0,0,0
schism,skisma,0,1,1,0,0,0,0,0,0,0
schizophrenia,skitsofrenia,0,1,1,0,1,1,0,1,0,0
scholar,tutkija,1,0,0,0,0,0,0,0,0,0
scholarly,tieteellinen,0,0,0,0,0,0,0,0,0,0
scholarship,apuraha,1,0,0,0,0,0,1,0,0,0
school,koulu,0,0,0,0,0,0,0,0,0,1
schoolboy,koulupoika,0,0,0,0,0,0,0,0,0,0
schooling,koulunkäynti,0,0,0,0,0,0,0,0,0,0
schoolmaster,opettaja,0,0,0,0,0,0,0,0,0,0
schooner,kuunari,0,0,0,0,0,0,0,0,0,0
sciatica,iskias,0,1,0,0,0,0,0,0,0,0
science,tiede,0,0,0,0,0,0,0,0,0,0
scientific,tieteellinen,1,0,0,0,0,0,0,0,0,1
scientist,tiedemies,1,0,0,1,0,0,0,0,0,1
scintilla,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
scintillation,scintillation,0,0,0,0,0,0,0,0,0,0
scintillator,tuikeaine,0,0,0,0,0,0,0,0,0,0
scion,pistokas,0,0,0,0,0,0,0,0,0,0
scissors,sakset,0,0,0,0,0,0,0,0,0,0
scoff,pilkata,0,1,1,0,1,0,0,0,0,0
scold,röykyttää,0,1,1,0,1,1,0,1,0,0
scolding,haukkumiset,0,1,1,0,0,0,0,0,0,0
scoop,kauha,0,0,0,0,0,0,0,0,0,0
scope,laajuus,0,0,0,0,0,0,0,0,0,0
scorching,paahtavan kuuma,0,1,1,0,0,0,0,0,0,0
score,pisteet,1,0,0,1,0,0,1,0,1,0
scores,tulokset,0,0,0,0,0,0,0,0,0,0
scorn,halveksia,0,1,1,0,0,0,0,0,0,0
scorpion,skorpioni,0,1,1,0,1,1,0,0,1,0
scotch,skottilainen,0,1,0,0,0,0,0,0,0,0
scoundrel,roisto,0,1,1,0,1,1,0,0,0,1
scour,pestä,0,0,0,0,0,0,0,0,0,0
scourge,vitsaus,0,1,1,0,0,1,0,1,0,0
scout,partiolainen,0,0,0,0,0,0,0,0,0,0
scrabble,raapia,0,0,0,0,0,0,0,0,0,0
scramble,ryntäily,0,0,0,0,0,0,0,0,0,0
scrambling,muokkaamisella,0,1,0,0,0,0,0,0,0,0
scrape,kaapia,0,0,0,0,0,0,0,0,0,0
scrapie,scrapie,0,1,1,0,0,1,0,1,0,0
scraping,kaavinta,0,0,0,0,0,0,0,0,0,0
scratch,naarmu,0,0,0,0,0,0,0,0,0,0
scream,huutaa,0,1,1,0,1,1,0,0,1,0
screaming,kirkuva,0,1,1,0,1,1,0,0,0,0
screech,kirkua,0,1,0,0,0,1,0,0,1,0
screen,kuvaruutu,0,0,0,0,0,0,0,0,0,0
screwdriver,ruuvimeisseli,0,0,0,0,0,0,0,0,0,0
screwed,ruuvattu,0,1,1,0,0,0,0,0,0,0
scribble,sepustus,0,0,0,0,0,0,0,0,0,0
scribe,kirjuri,1,0,0,0,0,0,0,0,0,0
scrimmage,tappelu,0,1,0,0,0,0,0,0,1,0
scrip,laukkua,0,0,0,0,0,0,0,0,0,0
script,käsikirjoitus,1,0,0,0,0,0,0,0,0,0
scriptural,raamatullinen,0,0,0,0,0,0,0,0,0,0
scripture,Raamattu,0,0,0,0,0,0,0,0,0,1
scroll,vierittää,0,0,0,0,0,0,0,0,0,0
scrub,hangata,0,1,0,0,1,0,0,0,0,0
scrumptious,herkullinen,1,0,0,0,0,0,0,0,0,0
scrupulous,tunnollinen,0,0,0,0,0,0,0,0,0,0
scrutinize,tutkia tarkasti,0,1,0,1,0,0,0,0,0,0
scrutiny,valvonnan,0,1,0,0,0,0,0,0,0,0
sculptor,kuvanveistäjä,0,0,0,0,0,0,0,0,0,0
sculpture,veistos,1,0,0,0,0,0,0,0,0,0
sculptured,veistoksellinen,0,0,0,0,0,0,0,0,0,0
scum,vaahto,0,1,0,0,1,0,0,0,0,0
sea,meri,1,0,0,0,0,0,0,0,0,0
seaboard,rannikko,0,0,0,0,0,0,0,0,0,0
seal,tiiviste,1,0,0,0,0,0,0,0,0,1
seals,tiivisteet,0,0,0,0,0,0,0,0,0,1
seam,sauma,0,0,0,0,0,0,0,0,0,0
seaman,merimies,0,0,0,0,0,0,0,0,0,0
seamless,saumaton,0,0,0,0,0,0,0,0,0,0
seamstress,ompelijatar,0,0,0,0,0,0,0,0,0,0
seaport,satamakaupunki,0,0,0,0,0,0,0,0,0,0
sear,ruskistaa,0,1,0,0,0,0,0,0,0,0
search,Hae,0,0,0,0,0,0,0,0,0,0
searching,tutkiva,0,0,0,0,0,0,0,0,0,0
seared,piirtynyt,0,0,0,0,0,0,0,0,0,0
seaside,merenranta,0,0,0,0,0,0,0,0,0,0
season,kausi,0,0,0,0,0,0,0,0,0,0
seasoned,kokenut,1,0,0,0,0,0,0,0,0,0
seasoning,mauste,0,0,0,0,0,0,0,0,0,0
seat,istuin,0,0,0,0,0,0,0,0,0,0
secession,eroaminen,0,1,0,0,0,0,0,0,0,0
secluded,eristäytynyt,0,1,0,0,0,0,0,1,0,0
seclusion,yksinäisyys,1,1,0,0,0,1,0,0,0,0
secondary,toissijainen,0,0,0,0,0,0,0,0,0,0
secondhand,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
secrecy,salaisuus,0,0,0,0,0,0,0,0,1,1
secret,salaisuus,0,0,0,0,0,0,0,0,0,1
secretariat,sihteeristö,1,0,0,0,0,0,0,0,0,0
secretary,sihteeri,0,0,0,0,0,0,0,0,0,0
secrete,erittää,0,0,0,0,1,0,0,0,0,0
secretion,eritys,0,1,0,0,1,0,0,0,0,0
secretive,salamyhkäinen,0,1,0,0,0,0,0,0,0,0
secretly,salaa,0,0,0,0,0,0,0,0,0,0
sect,lahko,0,0,0,0,0,0,0,0,0,0
sectarian,lahkolais-,0,1,1,0,0,1,0,0,0,0
sectional,poikkileikkaus-,0,0,0,0,0,0,0,0,0,0
sector,sektori,0,0,0,0,0,0,0,0,0,0
secular,maallinen,0,0,0,1,0,0,0,0,0,0
secularism,sekularismi,0,0,0,0,0,0,0,0,0,0
securities,arvopaperit,0,0,0,0,0,0,0,0,0,1
